13-Sep-22 13:21:25 INFO run_ipd ............. run IPD 1605557700 .............
13-Sep-22 13:21:25 INFO remove_old_ips_from_range   > remove IPs older than 120 seconds
13-Sep-22 13:34:58 INFO run_ipd    current_range: 4/15/217.78.0.0
13-Sep-22 13:34:58 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.78.0.0   s_ipcount=30877 min_samples=23170
13-Sep-22 13:35:41 INFO get_prevalent_ingress         no prevalent ingress found: {'D-ED5.543': 0.481, 'D-ED6.665': 0.259, 'VIE-SB5.1530': 0.129, 'F-EK1.226': 0.054, 'WAS-SA3.9': 0.031, 'STO-SB3.237': 0.011, 'HH-EB12.34': 0.005, 'PAR-SB3.9': 0.005, 'D-ED6.261': 0.004, 'WAW-SB4.196': 0.004, 'WAS-SA3.331': 0.003, 'VIE-SB5.12': 0.003, 'NYC-SB6.9': 0.002, 'AMS-SB5.525': 0.002, 'LON-SA1.586': 0.002, 'LON-SB2.353': 0.001, 'AMS-SC1.20': 0.001, 'LON-SB2.13': 0.0, 'AMS-SC1.351': 0.0, 'VIE-SB5.30': 0.0, 'LON-SB2.12': 0.0, 'LON-SB2.10': 0.0, 'WAS-SA3.274': 0.0, 'ULM-EB5.54': 0.0, 'AMS-SB6.438': 0.0, 'F-ED14.398': 0.0, 'PAR-SB3.767': 0.0, 'F-EH2.526': 0.0, 'F-EH1.335': 0.0, 'HH-EA13.48': 0.0, 'VIE-SB5.1507': 0.0, 'F-EH1.232': 0.0, 'VIE-SA5.517': 0.0, 'F-ED12.267': 0.0, 'LON-SB2.11': 0.0, 'ZRH-SA1.642': 0.0, 'F-ED14.317': 0.0, 'LON-SA1.52': 0.0}
13-Sep-22 13:35:41 INFO get_prevalent_ingress         prevalent for 4/15/217.78.0.0: None (-1.00)
13-Sep-22 13:35:41 INFO run_ipd         NO -> split subnet
13-Sep-22 13:35:41 INFO split_range           split 217.78.0.0/15 into 217.78.0.0/16 and 217.79.0.0/16
13-Sep-22 13:35:58 INFO run_ipd    current_range: 4/15/217.76.0.0
13-Sep-22 13:35:58 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.76.0.0   s_ipcount=4390 min_samples=23170
13-Sep-22 13:35:58 INFO run_ipd       NO -> join siblings
13-Sep-22 13:35:58 INFO join_siblings         join siblings for range 4/15/217.76.0.0
13-Sep-22 13:35:58 INFO run_ipd    current_range: 4/15/217.74.0.0
13-Sep-22 13:35:58 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.74.0.0   s_ipcount=2336 min_samples=23170
13-Sep-22 13:35:58 INFO run_ipd       NO -> join siblings
13-Sep-22 13:35:58 INFO join_siblings         join siblings for range 4/15/217.74.0.0
13-Sep-22 13:37:24 INFO join_siblings  NO -> do nothing
13-Sep-22 13:37:24 INFO run_ipd    current_range: 4/15/217.72.0.0
13-Sep-22 13:37:24 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.72.0.0   s_ipcount=73311 min_samples=23170
13-Sep-22 13:38:07 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EE1.328': 0.188, 'F-EE1.355': 0.186, 'F-EE1.329': 0.184, 'F-EE1.327': 0.182, 'AMS-SB5.525': 0.043, 'F-EA14.312': 0.039, 'F-ED11.507': 0.021, 'F-ED11.508': 0.02, 'F-ED11.509': 0.02, 'F-ED11.506': 0.02, 'VIE-SB5.1530': 0.019, 'F-ED13.43': 0.018, 'VIE-SB5.1522': 0.013, 'VIE-SB5.26': 0.012, 'VIE-SB5.1516': 0.011, 'STO-SB3.237': 0.008, 'F-ED11.545': 0.006, 'VIE-SA5.512': 0.003, 'F-EH1.13': 0.002, 'LON-SB2.13': 0.001, 'HH-EB12.34': 0.001, 'WAW-SB4.235': 0.001, 'F-EH2.526': 0.0, 'F-EH1.335': 0.0, 'VIE-SB5.1507': 0.0, 'AMS-SB5.22': 0.0, 'B-EH2.10': 0.0, 'AMS-SB6.438': 0.0, 'MIL-SA1.450': 0.0, 'AMS-SB5.869': 0.0, 'MIL-SA1.9': 0.0, 'ZRH-SA1.710': 0.0, 'LON-SA1.414': 0.0, 'F-ED11.256': 0.0, 'F-ED13.608': 0.0, 'F-ED14.496': 0.0, 'F-ED11.424': 0.0, 'HH-EA13.48': 0.0, 'AMS-SC1.10': 0.0}
13-Sep-22 13:38:07 INFO get_prevalent_ingress         prevalent for 4/15/217.72.0.0: None (-1.00)
13-Sep-22 13:38:07 INFO run_ipd         NO -> split subnet
13-Sep-22 13:38:07 INFO split_range           split 217.72.0.0/15 into 217.72.0.0/16 and 217.73.0.0/16
13-Sep-22 13:38:24 INFO run_ipd    current_range: 4/14/217.68.0.0
13-Sep-22 13:38:24 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/217.68.0.0   s_ipcount=23445 min_samples=32768
13-Sep-22 13:38:24 INFO run_ipd       NO -> join siblings
13-Sep-22 13:38:24 INFO join_siblings         join siblings for range 4/14/217.68.0.0
13-Sep-22 13:38:24 INFO run_ipd    current_range: 4/15/217.66.0.0
13-Sep-22 13:38:24 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.66.0.0   s_ipcount=5964 min_samples=23170
13-Sep-22 13:38:24 INFO run_ipd       NO -> join siblings
13-Sep-22 13:38:24 INFO join_siblings         join siblings for range 4/15/217.66.0.0
13-Sep-22 13:39:41 INFO join_siblings  NO -> do nothing
13-Sep-22 13:39:41 INFO run_ipd    current_range: 4/15/217.64.0.0
13-Sep-22 13:39:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.64.0.0   s_ipcount=206233 min_samples=23170
13-Sep-22 13:40:15 INFO get_prevalent_ingress         no prevalent ingress found: {'VIE-SA5.10': 0.487, 'VIE-SB5.17': 0.467, 'WAS-SA3.11': 0.011, 'AMS-SC1.20': 0.006, 'D-ED5.14': 0.005, 'VIE-SB5.16': 0.004, 'HH-EA13.48': 0.003, 'PAR-SB3.766': 0.003, 'PAR-SB3.765': 0.003, 'PAR-SB3.568': 0.003, 'AMS-SC1.351': 0.003, 'AMS-SB5.525': 0.001, 'F-ED13.608': 0.001, 'M-EF2.147': 0.001, 'M-EC4.194': 0.001, 'VIE-SB5.1507': 0.0, 'AMS-SB5.12': 0.0, 'LON-SB2.13': 0.0, 'VIE-SB5.1530': 0.0, 'MIL-SA1.9': 0.0, 'PAR-SB3.767': 0.0, 'VIE-SB5.12': 0.0, 'PAR-SB3.9': 0.0, 'NYC-SB6.9': 0.0, 'AMS-E7.12': 0.0, 'PAR-SC2.10': 0.0, 'IST-SA1.213': 0.0, 'F-ED12.250': 0.0, 'F-ED12.267': 0.0, 'VIE-SB5.1522': 0.0, 'HH-EB12.34': 0.0, 'D-ED5.11': 0.0, 'F-EH1.335': 0.0, 'F-EH2.526': 0.0, 'B-EH2.162': 0.0, 'ZRH-SA1.710': 0.0, 'LON-SA1.52': 0.0, 'PAR-SB3.11': 0.0, 'F-ED13.254': 0.0, 'F-ED14.398': 0.0, 'F-EH2.588': 0.0, 'LON-SB2.12': 0.0, 'F-ED14.564': 0.0}
13-Sep-22 13:40:15 INFO get_prevalent_ingress         prevalent for 4/15/217.64.0.0: None (-1.00)
13-Sep-22 13:40:15 INFO run_ipd         NO -> split subnet
13-Sep-22 13:40:15 INFO split_range           split 217.64.0.0/15 into 217.64.0.0/16 and 217.65.0.0/16
13-Sep-22 13:40:29 INFO run_ipd    current_range: 4/11/217.32.0.0
13-Sep-22 13:40:29 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/217.32.0.0   s_ipcount=43618 min_samples=92681
13-Sep-22 13:40:29 INFO run_ipd       NO -> join siblings
13-Sep-22 13:40:29 INFO join_siblings         join siblings for range 4/11/217.32.0.0
13-Sep-22 13:40:29 INFO run_ipd    current_range: 4/13/217.24.0.0
13-Sep-22 13:40:29 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/217.24.0.0   s_ipcount=19686 min_samples=46340
13-Sep-22 13:40:29 INFO run_ipd       NO -> join siblings
13-Sep-22 13:40:29 INFO join_siblings         join siblings for range 4/13/217.24.0.0
13-Sep-22 13:40:29 INFO run_ipd    current_range: 4/15/217.22.0.0
13-Sep-22 13:40:29 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.22.0.0   s_ipcount=25497 min_samples=23170
13-Sep-22 13:41:12 INFO get_prevalent_ingress         no prevalent ingress found: {'AMS-SB5.499': 0.302, 'AMS-SB6.451': 0.284, 'KA-SB2.624': 0.117, 'AMS-SB5.23': 0.094, 'AMS-E7.12': 0.079, 'F-ED11.256': 0.028, 'HH-EA13.48': 0.021, 'LON-SA1.586': 0.013, 'VIE-SB5.12': 0.013, 'ZRH-SA1.642': 0.011, 'MAD-SA1.240': 0.011, 'F-ED14.398': 0.01, 'F-EH2.624': 0.004, 'F-ED11.730': 0.003, 'VIE-SB5.1507': 0.002, 'F-EE5.1569': 0.002, 'LON-SB2.13': 0.001, 'F-ED11.14': 0.001, 'F-ED14.317': 0.001, 'CPH-SA1.9': 0.001, 'VIE-SB5.993': 0.0, 'F-ED12.267': 0.0, 'VIE-SB5.1530': 0.0, 'F-ED13.608': 0.0, 'PAR-SB3.767': 0.0, 'NYC-SB6.9': 0.0, 'VIE-SB5.1605': 0.0, 'LON-SA1.411': 0.0, 'LON-SA1.410': 0.0, 'LON-SA1.939': 0.0, 'LON-SA1.52': 0.0, 'F-ED11.424': 0.0, 'AMS-SB5.12': 0.0, 'AMS-SC1.20': 0.0, 'F-ED12.250': 0.0}
13-Sep-22 13:41:12 INFO get_prevalent_ingress         prevalent for 4/15/217.22.0.0: None (-1.00)
13-Sep-22 13:41:12 INFO run_ipd         NO -> split subnet
13-Sep-22 13:41:12 INFO split_range           split 217.22.0.0/15 into 217.22.0.0/16 and 217.23.0.0/16
13-Sep-22 13:41:29 INFO run_ipd    current_range: 4/15/217.20.0.0
13-Sep-22 13:41:29 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.20.0.0   s_ipcount=42319 min_samples=23170
13-Sep-22 13:42:03 INFO get_prevalent_ingress         no prevalent ingress found: {'HH-EA13.48': 0.29, 'AMS-SB5.22': 0.25, 'AMS-SB6.438': 0.094, 'VIE-SB5.1530': 0.083, 'VIE-SB5.1507': 0.068, 'D-ED5.11': 0.045, 'F-EH2.526': 0.031, 'F-EH1.335': 0.03, 'B-EH2.10': 0.029, 'VIE-SB5.1518': 0.022, 'LON-SB2.13': 0.019, 'AMS-SB5.12': 0.011, 'VIE-SB5.17': 0.007, 'VIE-SA5.10': 0.002, 'PAR-SB3.11': 0.002, 'MIL-SA1.9': 0.002, 'F-ED13.254': 0.001, 'VIE-SB5.16': 0.001, 'F-ED14.564': 0.001, 'F-ED13.906': 0.001, 'F-EE10.428': 0.001, 'VIE-SB5.12': 0.001, 'F-ED12.250': 0.001, 'F-ED12.267': 0.001, 'F-ED14.317': 0.001, 'ZRH-SA1.491': 0.001, 'LON-SB2.10': 0.0, 'VIE-SB5.1516': 0.0, 'LON-SB2.11': 0.0, 'F-ED11.424': 0.0, 'VIE-SB5.30': 0.0, 'AMS-SC1.10': 0.0, 'PAR-SC2.425': 0.0, 'D-ED5.14': 0.0, 'AMS-SC1.20': 0.0, 'ZRH-SA1.314': 0.0, 'PAR-SB3.568': 0.0, 'AMS-SB5.10': 0.0, 'ZRH-SA1.710': 0.0, 'VIE-SB5.10': 0.0, 'NYC-SB5.358': 0.0, 'VIE-SB5.26': 0.0, 'NYC-SB6.9': 0.0, 'F-ED11.256': 0.0, 'STO-SB3.237': 0.0, 'LON-SA1.52': 0.0, 'F-ED11.534': 0.0, 'PAR-SB3.767': 0.0}
13-Sep-22 13:42:03 INFO get_prevalent_ingress         prevalent for 4/15/217.20.0.0: None (-1.00)
13-Sep-22 13:42:03 INFO run_ipd         NO -> split subnet
13-Sep-22 13:42:03 INFO split_range           split 217.20.0.0/15 into 217.20.0.0/16 and 217.21.0.0/16
13-Sep-22 13:42:17 INFO run_ipd    current_range: 4/14/217.16.0.0
13-Sep-22 13:42:17 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/217.16.0.0   s_ipcount=11644 min_samples=32768
13-Sep-22 13:42:17 INFO run_ipd       NO -> join siblings
13-Sep-22 13:42:17 INFO join_siblings         join siblings for range 4/14/217.16.0.0
13-Sep-22 13:42:17 INFO run_ipd    current_range: 4/15/217.14.0.0
13-Sep-22 13:42:17 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.14.0.0   s_ipcount=17532 min_samples=23170
13-Sep-22 13:42:17 INFO run_ipd       NO -> join siblings
13-Sep-22 13:42:17 INFO join_siblings         join siblings for range 4/15/217.14.0.0
13-Sep-22 13:43:33 INFO join_siblings  NO -> do nothing
13-Sep-22 13:43:33 INFO run_ipd    current_range: 4/15/217.12.0.0
13-Sep-22 13:43:33 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.12.0.0   s_ipcount=34364 min_samples=23170
13-Sep-22 13:44:07 INFO get_prevalent_ingress         no prevalent ingress found: {'H-EA9.759': 0.813, 'BS-SB2.858': 0.101, 'VIE-SB5.17': 0.017, 'PAR-SB3.641': 0.012, 'VIE-SA5.10': 0.01, 'VIE-SB5.1530': 0.009, 'AMS-SB5.734': 0.009, 'VIE-SB5.1507': 0.008, 'HH-EA13.48': 0.003, 'CPH-SA1.9': 0.003, 'AMS-SB6.438': 0.003, 'MIL-SA1.9': 0.002, 'B-EH3.9': 0.002, 'PAR-SB3.767': 0.002, 'VIE-SB5.10': 0.001, 'VIE-SB5.12': 0.001, 'PAR-SB3.17': 0.001, 'F-ED11.21': 0.001, 'PAR-SB3.15': 0.001, 'PAR-SC2.10': 0.001, 'F-ED12.415': 0.0, 'F-EH2.526': 0.0, 'F-EH1.335': 0.0, 'LON-SB2.10': 0.0, 'ZRH-SA1.314': 0.0, 'F-ED14.398': 0.0, 'LON-SB2.11': 0.0, 'LON-SB2.13': 0.0, 'VIE-SB5.1522': 0.0, 'AMS-SB5.13': 0.0, 'AMS-SC1.20': 0.0, 'VIE-SB5.26': 0.0, 'AMS-SB5.22': 0.0, 'PAR-SB3.568': 0.0, 'AMS-SB5.10': 0.0, 'ZRH-SA1.710': 0.0, 'F-ED11.424': 0.0}
13-Sep-22 13:44:07 INFO get_prevalent_ingress         prevalent for 4/15/217.12.0.0: None (-1.00)
13-Sep-22 13:44:07 INFO run_ipd         NO -> split subnet
13-Sep-22 13:44:07 INFO split_range           split 217.12.0.0/15 into 217.12.0.0/16 and 217.13.0.0/16
13-Sep-22 13:44:21 INFO run_ipd    current_range: 4/15/217.10.0.0
13-Sep-22 13:44:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.10.0.0   s_ipcount=38479 min_samples=23170
13-Sep-22 13:45:04 INFO get_prevalent_ingress         no prevalent ingress found: {'M-EB9.230': 0.698, 'F-EE7.759': 0.065, 'F-EE5.1569': 0.055, 'AMS-SB5.22': 0.041, 'VIE-SB5.1507': 0.028, 'F-ED12.272': 0.023, 'AMS-SB6.438': 0.016, 'F-ED12.9': 0.014, 'VIE-SB5.1530': 0.011, 'F-EH1.335': 0.008, 'LON-SB2.13': 0.007, 'F-EH2.526': 0.006, 'B-EH2.10': 0.004, 'D-ED5.500': 0.004, 'NYC-SB5.322': 0.004, 'F-ED11.255': 0.003, 'F-EH1.13': 0.002, 'VIE-SB5.12': 0.002, 'VIE-SB5.26': 0.002, 'ZRH-SA1.477': 0.002, 'LON-SB2.347': 0.001, 'LON-SA1.410': 0.001, 'F-ED14.398': 0.001, 'WAW-SB4.235': 0.001, 'HH-EA13.48': 0.001, 'F-ED11.545': 0.001, 'LON-SB2.10': 0.0, 'LON-SA1.586': 0.0, 'M-EC4.152': 0.0, 'AMS-SC1.20': 0.0, 'VIE-SB5.1522': 0.0, 'F-ED14.496': 0.0, 'F-EH1.360': 0.0, 'PAR-SC2.10': 0.0, 'NYC-SB6.9': 0.0, 'AMS-SB5.12': 0.0, 'VIE-SA5.517': 0.0, 'D-ED5.11': 0.0, 'GVA-SA1.150': 0.0, 'PAR-SB3.641': 0.0, 'MAD-SA1.10': 0.0, 'F-ED11.424': 0.0}
13-Sep-22 13:45:04 INFO get_prevalent_ingress         prevalent for 4/15/217.10.0.0: None (-1.00)
13-Sep-22 13:45:04 INFO run_ipd         NO -> split subnet
13-Sep-22 13:45:04 INFO split_range           split 217.10.0.0/15 into 217.10.0.0/16 and 217.11.0.0/16
13-Sep-22 13:45:21 INFO run_ipd    current_range: 4/15/217.8.0.0
13-Sep-22 13:45:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/217.8.0.0   s_ipcount=2813 min_samples=23170
13-Sep-22 13:45:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:45:21 INFO join_siblings         join siblings for range 4/15/217.8.0.0
13-Sep-22 13:45:21 INFO run_ipd    current_range: 4/13/217.0.0.0
13-Sep-22 13:45:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/217.0.0.0   s_ipcount=38662 min_samples=46340
13-Sep-22 13:45:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:45:21 INFO join_siblings         join siblings for range 4/13/217.0.0.0
13-Sep-22 13:45:21 INFO run_ipd    current_range: 4/9/216.128.0.0
13-Sep-22 13:45:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/9/216.128.0.0   s_ipcount=110978 min_samples=185363
13-Sep-22 13:45:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:45:21 INFO join_siblings         join siblings for range 4/9/216.128.0.0
13-Sep-22 13:45:21 INFO run_ipd    current_range: 4/11/216.96.0.0
13-Sep-22 13:45:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/216.96.0.0   s_ipcount=29460 min_samples=92681
13-Sep-22 13:45:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:45:21 INFO join_siblings         join siblings for range 4/11/216.96.0.0
13-Sep-22 13:45:21 INFO run_ipd    current_range: 4/12/216.80.0.0
13-Sep-22 13:45:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/216.80.0.0   s_ipcount=22483 min_samples=65536
13-Sep-22 13:45:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:45:21 INFO join_siblings         join siblings for range 4/12/216.80.0.0
13-Sep-22 13:45:21 INFO run_ipd    current_range: 4/13/216.72.0.0
13-Sep-22 13:45:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/216.72.0.0   s_ipcount=245 min_samples=46340
13-Sep-22 13:45:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:45:21 INFO join_siblings         join siblings for range 4/13/216.72.0.0
13-Sep-22 13:45:21 INFO run_ipd    current_range: 4/14/216.68.0.0
13-Sep-22 13:45:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/216.68.0.0   s_ipcount=341 min_samples=32768
13-Sep-22 13:45:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:45:21 INFO join_siblings         join siblings for range 4/14/216.68.0.0
13-Sep-22 13:45:21 INFO run_ipd    current_range: 4/15/216.66.0.0
13-Sep-22 13:45:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/216.66.0.0   s_ipcount=243377 min_samples=23170
13-Sep-22 13:46:04 INFO get_prevalent_ingress         no prevalent ingress found: {'VIE-SB5.1522': 0.771, 'F-EH2.79': 0.176, 'PAR-SB3.9': 0.053, 'NYC-SB6.9': 0.0, 'WAS-SA2.315': 0.0, 'WAS-SA3.9': 0.0}
13-Sep-22 13:46:04 INFO get_prevalent_ingress         prevalent for 4/15/216.66.0.0: None (-1.00)
13-Sep-22 13:46:04 INFO run_ipd         NO -> split subnet
13-Sep-22 13:46:04 INFO split_range           split 216.66.0.0/15 into 216.66.0.0/16 and 216.67.0.0/16
13-Sep-22 13:46:21 INFO run_ipd    current_range: 4/15/216.64.0.0
13-Sep-22 13:46:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/216.64.0.0   s_ipcount=13 min_samples=23170
13-Sep-22 13:46:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:46:21 INFO join_siblings         join siblings for range 4/15/216.64.0.0
13-Sep-22 13:46:21 INFO run_ipd    current_range: 4/14/216.60.0.0
13-Sep-22 13:46:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/216.60.0.0   s_ipcount=8 min_samples=32768
13-Sep-22 13:46:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:46:21 INFO join_siblings         join siblings for range 4/14/216.60.0.0
13-Sep-22 13:46:21 INFO run_ipd    current_range: 4/15/216.58.0.0
13-Sep-22 13:46:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/216.58.0.0   s_ipcount=295720 min_samples=23170
13-Sep-22 13:47:03 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EE1.102': 0.179, 'VIE-SB5.1516': 0.033, 'F-ED11.699': 0.031, 'F-EH2.515': 0.031, 'F-EH2.80': 0.03, 'F-ED12.463': 0.03, 'F-ED12.462': 0.03, 'F-EH1.323': 0.03, 'F-EH1.388': 0.03, 'F-ED11.422': 0.03, 'F-EH1.282': 0.029, 'F-ED12.180': 0.029, 'F-ED12.196': 0.029, 'F-EH2.626': 0.023, 'F-EH2.97': 0.023, 'F-EH1.266': 0.023, 'F-EH2.104': 0.022, 'F-ED12.387': 0.022, 'F-EH2.304': 0.022, 'F-ED11.258': 0.021, 'F-EH1.284': 0.021, 'F-ED11.711': 0.021, 'F-ED11.756': 0.02, 'HH-EE1.171': 0.02, 'AMS-SC1.295': 0.019, 'AMS-SC1.342': 0.018, 'AMS-SC1.350': 0.018, 'M-EF1.235': 0.012, 'M-EF1.169': 0.012, 'M-EF1.238': 0.011, 'M-EF1.194': 0.011, 'HH-EE1.192': 0.01, 'M-EF1.136': 0.009, 'M-EF1.143': 0.009, 'M-EF2.270': 0.009, 'HH-EE1.186': 0.009, 'HH-EE1.191': 0.009, 'AMS-SC1.349': 0.008, 'AMS-SC1.343': 0.008, 'M-EF1.215': 0.008, 'M-EF2.249': 0.008, 'M-EF1.140': 0.008, 'M-EF1.233': 0.008, 'M-EF1.195': 0.008, 'AMS-SC1.296': 0.007, 'M-EF2.272': 0.002, 'ZRH-SA1.639': 0.002, 'AMS-SC1.10': 0.001, 'WAS-SA2.9': 0.001, 'WAS-SA3.9': 0.0, 'PAR-SB3.9': 0.0, 'AMS-SB5.10': 0.0, 'PAR-SB3.17': 0.0, 'VIE-SB5.30': 0.0, 'IST-SA1.214': 0.0, 'F-ED11.14': 0.0, 'NYC-SB6.9': 0.0, 'NYC-SB5.10': 0.0, 'WAS-SA3.331': 0.0, 'LON-SA1.412': 0.0}
13-Sep-22 13:47:03 INFO get_prevalent_ingress         prevalent for 4/15/216.58.0.0: None (-1.00)
13-Sep-22 13:47:03 INFO run_ipd         NO -> split subnet
13-Sep-22 13:47:03 INFO split_range           split 216.58.0.0/15 into 216.58.0.0/16 and 216.59.0.0/16
13-Sep-22 13:47:21 INFO run_ipd    current_range: 4/15/216.56.0.0
13-Sep-22 13:47:21 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/216.56.0.0   s_ipcount=37 min_samples=23170
13-Sep-22 13:47:21 INFO run_ipd       NO -> join siblings
13-Sep-22 13:47:21 INFO join_siblings         join siblings for range 4/15/216.56.0.0
